,cluster,n,keywords,idea
205,1,0,[],"can park horizontally, space parking space "
206,1,0,[],solar powered skateboard 
207,1,0,[],"flying car, nitrogen "
208,1,0,[],hover board 
209,1,0,[],"flying bicycle, wings "
210,1,0,[],cooling mobile capsule 
211,1,0,[],flying carpet 
212,1,0,[],personal device wearable jetpack for long distance 
213,1,0,[],"solar panels, turbo "
214,1,0,[],"train system with no train stops, exit whenever you want "
215,1,0,[],flying carpet 
216,1,0,[],"deflatable, inflatable balloon, gps enabled, different sizes, speed control,solar energy, height control/ altitudes, travel in air/ sea/ road, no need carpark, can deflat after use "
217,1,0,[],"hotair balloon, parachute in case of failure, light"
218,1,0,[],use of biometrics eg. Thumbprint recognition and charging for public transport 
219,1,0,[],"one sear mini electrical-driven re-chargeable car, most of the time, there is only one person driving a 4 seat car from home to office. It is a waste of space and resources "
220,1,0,[],motorised shoes 
221,1,0,[],"engine so can travel super fast, wheels, "
222,1,0,[],express-way bus 
223,1,0,[],sky gliding 
224,1,0,[],flying cars 
225,1,0,[],narrow the roads by 50% 
226,1,0,[],autonomous personal capsule 
227,1,0,[],"sheltered walkway when raining, pedestrian path, hybrid battery + humand motion power (moving leg, stable leg, dynamo "
228,1,0,[],Foldable bike 
229,1,0,[],"personal pod, travelator, travelator stop "
230,1,0,[],iphone/ android dense with app to track payment when go past ERP 
231,1,0,[],compact into fashion use 
232,1,0,[],"Personal Capsule transportation, all networks underground, windows in the tunnel "
233,1,0,[],work at home 
234,1,0,[],shared taxi network 
235,1,0,[],"hovercraft, boarding ladder "
236,1,0,[],hoverboard 
237,1,0,[],"round bubble as a car, air-con, lighted bubble, full glass, inflatable glass "
238,1,0,[],"connected sheltered tunnels ( 100% UV protection), underground, 50 km/hr "
239,1,0,[],self propelled shoes run effortlessly 
240,1,0,[]," keep your belongs eg. Brief case, parachute, jetpower"
241,1,0,[],"wheels, power to move at 100km/hr "
242,1,0,[],"electric car , owned/rental "
243,1,0,[],"travelator walkway, platform, control button on speed/ stop "
244,1,0,[],portable carrier that allows you to switch from one mode of transport to another 
245,1,0,[],shoes with wings 
246,1,0,[],"personalise scooter which uses the mrt track, current mrt track "
247,1,0,[],teleport 
248,1,0,[],underground magnetic fast shuttle @ extremeties of Singapore 
249,1,0,[],on demand driverless taxi 
250,1,0,[],magic wand 
251,1,0,[],"automated vehicle that you can dial up in advance to pick you up and drop you off via app, people can also share the ride of along way "
252,1,0,[],"built-in detachable GPS that allows riders to put routes and paths > roads, paths, park connection etc, GPS takes into consideration all other vehicles on the road and give you an optimum path, shrinkable/ foldable with extendable pull handles and mini wheels to pull along "
253,1,0,[],work from home 
254,1,0,[],rail system on the pavement(like roller coaster) 
255,1,0,[],electromagnetic track 
256,1,0,[],"bicycle lane, pedal engine "
257,1,0,[],multi-storey MRT 
258,1,0,[],auto wall proximity machinr 
259,1,0,[],"robotic driver, built-in gps , expandable to create more capacity "
260,1,0,[],"CTE tunnel, KPE air "
261,1,0,[],underground transport 
262,1,0,[],"car, bus/mrt/ train "
263,1,0,[],smart allocation of public transportation base on demand 
264,1,0,[],teleport 
265,1,0,[],personal transportation 
266,1,0,[],"Personal jetpacks, ultra efficient solar cell "
267,1,0,[],"personal hover planes, short distance travel "
268,1,0,[],luxury (mass) transportation 
269,1,0,[],automated personal pods 
270,1,0,[],"narrow cars, double road capacity "
271,1,0,[],segway? 
272,1,0,[],shoes + drones 
273,1,0,[],autonomous vehicles 
274,1,0,[],"heavy duty sledgeway type with higher capacity battery for longer distance, solar power "
275,1,0,[],robotised horse
276,1,0,[],"self-drive, suto electric car "
277,1,0,[],car-plane with CDCA & verticle take off 
278,1,0,[],"home, office @ DSTA, office @ CDB, sky taxis "
279,1,0,[],"landing gear, motor to stabilise & control "
280,1,0,[],instant teleport 
281,1,0,[],"electric/ solar uni-mobile, lightweight eg fiberglass? "
282,1,0,[],"public transport: seld drive bus> lesser human error, higher bus frequency "
283,1,0,[],gps - scooter with auto-route and auto-transport 
284,1,0,[],"wings, wheels, shoes, light "
285,1,0,[],"bedok, dsta "
286,1,0,[],"collision deflection/ avoidance system, 'liquid metal' material (transform into smllaer when not in use), adhesive shoes, hover above ground "
287,1,0,[],"point a, suction, point b "
288,1,0,[],lift 
289,1,0,[],teleport 
290,1,0,[],synchronised move-off 
291,1,0,[],"personal transporter, huge battery capacity,  wireless charging "
292,1,0,[],teleport to where you want 
293,1,0,[],"vehicle capsule, left/right axis, forward/backward axis "
294,1,0,[],"woodlands statellite town, bike tracks, driverless track, jurong town, central town, changi town, satellite town, boats "
295,1,0,[],transport info app 
296,1,0,[],"floating, submarine "
297,1,0,[],chair with wings 
298,1,0,[],"personal drone vehicle, mini helicopter for one person "
299,1,0,[],jetpack 
300,1,0,[],hang glider 
301,1,0,[],"personal transport device, hot air balloon, carriage, device at roof flat "
302,1,0,[],personal board 
303,1,0,[],"personal chopper, jet pack "
304,1,0,[],2D wheeler to view skyscraper view along cliff
305,1,0,[],horizontal elevator underground 
306,1,0,[],hassle free public transport from point to point 
307,1,0,[],teleport 
308,1,0,[],"driverless car, no traffic light system "
309,1,0,[],"backpack helicopter, GPS, camera for obstacle avoidance, monoblade - retractable "
310,1,0,[],self balance bike (auto balance) 
311,1,0,[],giant wheel 
312,1,0,[],"autowheels on shoes, electrically power shoes "
313,1,0,[],"can fly, can drive, can sail (duck tour similar) "
314,1,0,[],"skate technique, handle "
315,1,0,[],hyperloop that have stations/ stop at only major interchanges 
316,1,0,[],multi level train track 
317,1,0,[],motorised foldable bicycle with tent cover on top
318,1,0,[],tele-poration chamber 
319,1,0,[],car fusion technology 
320,1,0,[],underground 
321,1,0,[],mini aircraft 
322,1,0,[],travelator network (underground) with fan and air purifier 
323,1,0,[],bulky 
324,1,0,[],"solar, sheltered way, children's carriage, segway (2 wheels), sloped kerbs "
325,1,0,[],car travel in air 
326,1,0,[],"motorbikes, build more overhead highways/ roads (go vertical up) "
327,1,0,[],"motor 'fan' , seat, gliding "
328,1,0,[],zoom
329,1,0,[],"cover to shield rain, add a seat "
330,1,0,[],Levitating surfing board 
331,1,0,[],tele-prescence 
332,1,0,[],capsule for weather protection 
333,1,0,[],"electric track, wireless charging "
334,1,0,[],motorised shoes 
335,1,0,[],2 seater 3 wheel personal transporter 
336,1,0,[],"can fly like drone, can sail like sub "
337,1,0,[],flying vehicle 
338,1,0,[],personalised transport device 
339,1,0,[],super expree - escalators (solar powered) bikes or walking 
340,1,0,[],triple decker mrt 
341,1,0,[],driverless bus 
342,1,0,[],"key in destination, teleport "
343,1,0,[],"automated UAV, shared/ pool public transport "
344,1,0,[],"Carlite city: reduce reliance on car, use bicycles "
345,1,0,[],"flight, hovering in the air "
346,1,0,[],transportation cubicles 
347,1,0,[],"cars that fly, capsule pod, smaller to aeroplane route"
348,1,0,[],teleport 
349,1,0,[],jetpack 
350,1,0,[],"jump suit, jump to anywhere "
351,1,0,[],unmanned driverless vehicle/ cab/ buses 
352,1,0,[],"levitator-glider> for heading to higher ground, for going to lower levels "
353,1,0,[],"Home, workstation "
354,1,0,[],floating platform 
355,1,0,[],"small cabin rail system, selt detach at destination "
356,1,0,[],motorised shoes 
357,1,0,[],"roadside trees, canopy walk "
358,1,0,[],human-quadcopter 
359,1,0,[],snake roller 
360,1,0,[],real time network to actively divert traffic 
361,1,0,[],Molecular reconstruction 
362,1,0,[],"MRT a, electric bike rental, dedicated lane for cyclist, electric bike return, MRT B"
363,1,0,[],"a double decker mrt, sleeping deck (more $) "
364,1,0,[],"vehicle upon vehicle, double decker travelling "
365,1,0,[],flying fox line network 
366,1,0,[],"helmet, wing"
367,1,0,[],levitating show (short Distance) 
368,1,0,[],hovering machine 
369,1,0,[],"solar cells for harnessing energy, passenger sit, slots to insert wings for flying, design similar to starwars space craft, (???) "
370,1,0,[],"moving chair, cushion, foldable, 60 km/hr "
371,1,0,[],next generation personal transport system 
372,1,0,[],"Smarter bus lane, resource management "
373,1,0,[],staircase/ escalator without electricity 
374,1,0,[],teleport
375,1,0,[],frictionless 
376,1,0,[],wings to be attached to human bodies 
377,1,0,[],"convertible, spiderweb control box"
378,1,0,[],formless 
379,1,0,[],"amk/ any suburban trains, high speed pod, hyperloop, raffles place, city - no driving zone, inside the path, bicycle/ scooter, pods carrying individuals on bicycle "
380,1,0,[],"wifi enabled, transparent casing + uv protection, double layered,non-contact/ vacuum using magnetic field to ensure inner case is always constant "
381,1,0,[],"connectible individual vehicles, mergeable to one big vehicle to save space for cars to same destination "
382,1,0,[],hovering cars 
383,1,0,[],"stop, travellator "
384,1,0,[],unicycel on fixed tracks 
385,1,0,[],single-copter 
386,1,0,[],"roller skates, motorised "
387,1,0,[],levitating skateboard/ hoverboard 
388,1,0,[],carriage suspended in mid air inside concentric magnetic coil for propulsion 
389,1,0,[],"working near your home!, your train will be arriving in two minutes "
390,1,0,[],"flying backpack, zen2000 "
391,1,0,[],"underground cycling lanes, unmanned vehicles/ buses, MRT, underground water canal "
392,1,0,[],Solar panel 
393,1,0,[],vertical landing & take off 
394,1,0,[],"control, rotor wings if boots fail, battery-gps-selfdrive bluetooth "
395,1,0,[],"orchard road travelator, fastest speed, erp offline, road not in use, slow speed for easy entry, walkway, travelator "
396,1,0,[],3 stage personalized public transportation (PPT) 
397,1,0,[],personal pod in a suction tube 
398,1,0,[],"fly, glider wings "
399,1,0,[],"office is a big bus that pick workers upfront home + drop them off at the end of the day, transport desired location to human "
400,1,0,[],detachable carriage 
401,1,0,[],Personal Transportation device (Nx gen!!) 
402,1,0,[],"foldable segway with charging station, PCN national wide, PCN route, charging station, parking & parking lot "
403,1,0,[],personal autonomous heli
404,1,0,[],teleport 
405,1,0,[],"multilayers train line, mrt station, jettison fuel tank, booster engine, ground, underground, air sucks vacuum no drag"
406,1,0,[],"bedok, sentosa"
407,1,0,[],hot air balloon
408,1,0,[],"mobile network, armoured galss with screen display "
409,1,0,[],"balloon, basket "
410,1,0,[],flying car 
411,1,0,[],battery operated skateboard  
412,1,0,[],"normal traffic conditions, residential, road divider, city, road warnings that change according to traffic demand, road markings are lights flushed with the tarmac road, points: built in lights, roads illuminated marking that change with road conditions, road dividers that move, peak traffic conditions(day)"
413,1,0,[],auto-no driver 
414,1,0,[],take copter 
415,1,0,[],"solar powered (land/ sea/air transporter), solar-power panel "
416,1,0,[],personal aircraft for travelling 
417,1,0,[],"create parking space for bicycle/ kickboard storage in office, allocate bicycle/ kickboard lanes beside road "
418,1,0,[],remote controlled wheelchairs/ pram 
419,1,0,[],rocket engine 
420,1,0,[],jet shoes 
421,1,0,[],weather proof add-on 
422,1,0,[],personal jetpack - for military use + industrial use 
423,1,0,[],speed sync system 
424,1,0,[],"I didn't know a proper way to convey this in a picture, so I drew up a subway map for a small town. I'm from a small town about an hour away from Dallas, Texas. It PAINS me knowing that the only public transportation exists only for major cities. Those of us with car problems end up with no other options for transportation. I would love to have an underground system for smaller connecting cities, and also a larger train system to get between major cities."
425,1,0,[],"problem statement: insufficient parking space, solution: install foldable mechanical legs which can be activated to park above other car"
426,1,0,[],"bicycle, wing, gps to guide "
427,1,0,[],slides/ escalators 
428,1,0,[],"solid capsule, unbreakable, carbon fibre, solar panel, stored energy sufficient to run at night "
429,1,0,[],teleportation 
430,1,0,[],"moving platform (magnetic material) that runs on electricity powered by the solar powered panels, solar powered panels (magnetic) "
431,1,0,[],roller shoes 
432,1,0,[],"driverless vehicle, solar panel "
433,1,0,[],bicycle 
434,1,0,[],"map, controller "
435,1,0,[],"personal: encourage use of bicycle and electric bicycle for all house-hold, cut car parks by half in HDB estate to discourage ownership "
436,1,0,[],hot-air balloon 
437,1,0,[],"Reliable/ energy efficient, underground rails, uses magnetic induction, conveyor system "
438,1,0,[],roller blade with engine 
439,1,0,[],abundance of crows. Mind control them to carry us 
440,1,0,[],fly 
441,1,0,[],modular basement system 
442,1,0,[],"directional control power plant, wheels "
443,1,0,[],"Lift sensors/ human beings within, automatically opens, button only inside "
444,1,0,[],"flying vehicle for everyone, fly <1000ft "
445,1,0,[],"driverless, (busstop) any place "
446,1,0,[],all roads to have a top section to carry autonomous pods for individual transport of up to 4 person sitting > pods travel on fixed routes above main roads 
447,1,0,[],MRT - extend cabin when crowded 
448,1,0,[],lift teleport system - within singapore and overseas (rephrased) 
449,1,0,[],"self-powered, self-unfolding, self- balancing, self-driving, bi/tiicycles, sensors, roof because rain "
450,1,0,[],flying hoverboard 
451,1,0,[],"reconfigurable roads/ expressway: to adjust to traffic conditions, barriers rise out of the ground, reprogrammable direction arrows, rotating road lanes "
452,1,0,[],"Hover craft transportation, make use of air space,  expressway, use sides, add transportation for people "
453,1,0,[],"Solar panel, battery "
454,1,0,[],jet 
455,1,0,[],Driverless 
456,1,0,[],travelling wheel capsule 
457,1,0,[],transportation for individuals -small physical footprint/easy to park/ keep -easy to use/ no learning curve 
458,1,0,[],"passenger activate request for taxi through HP, taxi use gps to locate passenger & arrive in front of him/ her "
459,1,0,[],driverless taxi 
460,1,0,[],"mini-size portable transporter, teleport, yeah! I have safely reached home, supermarket, yeah! Shopping!"
461,1,0,[],"DIC LRT, staircase, clockwise, anti-clockwise "
462,1,0,[],human copter 
463,1,0,[],high speed rail (from changi to boonlay less than 5 min) 
464,1,0,[],"engine compartment, rear acis, rear wheels, chairs, 1 front wheel, wheel, engine, seats, wheels "
465,1,0,[],"hybrid FC/ Battery/ solar mini cars, solar grids, solar panels to charge up batteries, small city car (max speed 90km/hr), no need for big/fast car in SG "
466,1,0,[],"drone car, GPS, brake pads "
467,1,0,[],"personal transport - 2 seater car with 2 wheels, modular design to add 1 more unit to have 4 wheels and 4 seats "
468,1,0,[],teleport at the convenience of home/office 
469,1,0,[],add wings for efficient energy management < float around 
470,1,0,[],"dedicated bus lane, driverless bus, smart re-routing according to traffic conditions "
471,1,0,[],mini segway to be attached to the bottom of the shoe 
472,1,0,[],dsta>home 
473,1,0,[],"flying mass transport, can go faster, less obstacle, personal transport , two layers "
474,1,0,[],wearable flying suit integrated with rocket mechanism 
475,1,0,[],self-driving bicycle (also self propelled) + docking station @ MRT 
476,1,0,[],no postman (email) 
477,1,0,[],conveyor belt 
478,1,0,[],wind powered instead of solar powered which can be used during daytime 
479,1,0,[],"solar panel, traffic sensor "
480,1,0,[],personal helicopter 
481,1,0,[],motorbike 
482,1,0,[],"helicopter cap, light(torch), collision avoidance sensor "
483,1,0,[],teleportation portal 
484,1,0,[],SG transport grid 
485,1,0,[],"land, motorbicycle "
486,1,0,[],"fly suit, headlights modified, remote control for speed and direction etc "
487,1,0,[],travel by tubes 
488,1,0,[],jetpack
489,1,0,[],broom 
490,1,0,[],"motor, battery"
491,1,0,[],"teleportation system, bedok, bukit merah"
492,1,0,[],high-tech stilt walker 
493,1,0,[],"personal transportation, wings, gyroscopoc light to maintain position when call rolls "
494,1,0,[],battery powered motor with solar cell
495,1,0,[],"driverless, sensor-controlled that can travel in air/land/sea "
496,1,0,[],car-to-car refueling system 
497,1,0,[],"teleportation ""Beam me up Scotty!"" "
498,1,0,[],Heli - motor chair 
499,1,0,[],transportation 
500,1,0,[],"station one, station 2 "
501,1,0,[],time traveller
502,1,0,[],rocket 
503,1,0,[],PCN 
504,1,0,[],"levitation cars > create another dimension to also maximise the existing space use for roads, different layer cars keeping to speed limit "
505,1,0,[],"work/ shop from home, home schooling/ on-line features "
506,1,0,[],"enlarge drone, able to float 1 feet above ground "
507,1,0,[], driverless mini bus 
508,1,0,[],Motorised bicycle 
509,1,0,[],"a transportation device which can fly, sail and travel on the road, powered by solar energy "
510,1,0,[],"hot air balloon, automated "
511,1,0,[],hoverboard 
512,1,0,[],HDB flats with station on roof of flats 
513,1,0,[],human flight suit 
514,1,0,[],hovercraft 
515,1,0,[],vacuum tube
516,1,0,[],solar panel energy 
517,1,0,[],"transport pod/ capsule, 'packets' magnetic like coupling and de-couping "
518,1,0,[],mini hovercrafts which can travel over air & sea for individuals 
519,1,0,[],"Personal speed boats, singapore river "
520,1,0,[],"levitation transport, comes in capsule "
521,1,0,[],solar powered segway 
522,1,0,[],personal jetpack 
523,1,0,[],wireless teleport 
524,1,0,[],"flying, surfing board, safety belt "
525,1,0,[],tough terrain 'legs' stable (single/ double passenger) 
526,1,0,[],"car that flies, retractable wheels "
527,1,0,[],travelator - conveyor belt 
528,1,0,[],exo-skeleton that is powered? 
529,1,0,[],tri-blade
530,1,0,[],flying cars 
531,1,0,[],tubo option available 
532,1,0,[],"why should I travel? Get the things to me!, magnetic field "
533,1,0,[],flight 
534,1,0,[],solar panel 
535,1,0,[],"skateboard, controls, solar power"
536,1,0,[],the next generation of transport would be video and audio transportation. Digital connectivity will do away with the need for physical transportation. We can be visually there but not physically there
537,1,0,[],dynamically changing roads … there responds to traffic + changes to re-route cars/ vehicles  >> transformer road
538,1,0,[],"unmanned vehicle that is book per use, people do no own cars, book the vehicle on the internet for the timing and destination, the central computerised system wil manage the vehicle booking, arrival and verification, example: jack going from destination A to D, Peter going from destination B to C "
539,1,0,[],doraemon 
540,1,0,[],eco-friendly transport eg. Scooter 
541,1,0,[],family skate scooter 
542,1,0,[],superman suit 
543,1,0,[],"shoes, propellor engine, foglight, wheeled "
