,cluster,n,keywords,idea
22,1,0,[],"A Bus system, within the metro area that was funded by a tax on gas purchased by individual commuters. In otherwords, free to the people who use the bus, and costs the people who don't. have the busses rinning from a set time like 6am to 9 pm  and pickups are every 15 min, so you never need to bother with knowing the bus schedule. Also, have all busses make a stop in the center of town so if you need to get across town, take a bus from you house to the center, and from there to your final destination. There should be a bus passing every school, hospital, shopping center, library ect. Simply run smaller buses on less popular routes, use smaller buses in general. make one special route for city to city transfers. The system needs to be free or very affordable, fast and convenient. No need to waste resources and infrastructure on schedules, call centers, web pages, just keep it simple and convenient."
23,1,0,[],"A bus that has a design similar to a hydrofoil boat. The bus would run on special tracks that would be parallel to each other on opposite sides of a street. This passenger compartment would be on top, with the ""foils"" connecting to the two tracks. There would be open space underneath the passenger compartment where the road is. This way, the bus could move unimpeded by traffic, while also not disrupting traffic itself. Also, passengers would not even see the traffic below them, making the ride smooth, comfortable, and consistent."
24,1,0,[],"a bus that has little cars in it to take people different places, and once it lets them out the car returns to the bus for others"
25,1,0,[],"A bus that is programed to do the fastest route possible for what people need. There is a station where they push their destination, and a program figurs out who needs to go where and the best way to do it. Reduces wait time and makes more people want to use it."
26,1,0,[],A bus with 8 off road tires and a strong engine that could easily get the passengers through even the snowiest of days. We can call it the Wolverine.
27,1,0,[],A bus with live performers
28,1,0,[],A cab system which optimizes fares by calculating the best way to get multiple people to their destination. It's like a bus but it doesn't follow a route.
29,1,0,[],A car pool van that does loops around our town picking up kids and dropping them off at various activities. There can be an app that works to hail the van and parents can track where its going
30,1,0,[],"A car pooling app. Non-drivers and those looking for regular rides who normally carpool would join the community and hook up with drivers who are going to their general destination. There would be a monthly fee, which would lowered and even be removed if someone drives/uses their car enough. For example, it's $5 per month, and every time YOU drive it goes down by .50 cents. There's incentive for both non-drivers (a small fee for rides) and drivers (free membership, maybe some gas reimbursement)."
31,1,0,[],A car that scans particular people before allowing it to run to prevent thieves.
32,1,0,[],"A car that woeks with the magnetic forces of earth, applying a system that can take advantage of all the force that can be generated. It can also work with other alternative energies such as solar power or wind power. All of these energies mixed in one idea and also fossil fuels but to a minimum scale."
33,1,0,[],A cargo bike rental that came with discounts at supermarkets and hardware stores.
34,1,0,[],A carpool app. It has profiles of possible matches and helps match up route schedules.
35,1,0,[],"A central hub for a ridesharing service that provides cars for small groups to take to neighboring towns. I live in a rural area, a few minutes from a very small village. The nearest SMALL city is about 30 minutes away, and the nearest decent sized city is almost an hour away. A ridesharing service would make accessing these places much easier, and if the company provided the car (for a fee, of course), those without vehicles could be serviced."
36,1,0,[],"A chair lift system to get from point a to point b, with multiple stops along the way if you need it."
37,1,0,[],a chute system with high travel.
38,1,0,[],A circular bicycle that everyone pedals together.
39,1,0,[],"A circulatory bus system consisting of two vehicle traveling in opposite directions on a set route but with no designated stops. The route in my small district of the city takes approximately 20 minutes to to circumnavigate and consists of goth commercial districts. One would never be more than 10 minutes fro being able to hail the ""jitney"" bus. This alleviates the use of regular bus system which is much more focused on funneling clientele to central city and runs more or less eradicately.It envisions using current tech and is human centered. It is innovative in it's goals not hardware."
40,1,0,[],A city bus that has entertainment in it like movies and music
41,1,0,[],A civilian shuttle service that is cheaper when compared to Uber or Lyft that has a specific destination (i.e. the airport or certain resort stops). It would hold around 40 passengers and you'd have to call it in advance as if scheduling an appointment. Anyone can use it and seniors and disabled would receive discounts.
42,1,0,[],A community carpool.
43,1,0,[],A community system that is managed electronically and requests cars any time of day. All cars are electric and will take you anywhere you want to go for a set charge and there are maintenance teams that come and clean cars during the day.
44,1,0,[],A company that picks you up in a car of your choice.
45,1,0,[],"A concept similar to Uber, but with a bus. Especially in a city the socialization factor of riding with other passengers while going to a destination could be nice. You would be able to specifically request stops and pickups."
46,1,0,[],"A conveyor belt system like the airport set up like the nyc trains would be awesome.  A bit slow going, but cheap, affordable, and it would allow people to be out in the fresh air again."
47,1,0,[],A covered moving sidewalk that allows you to walk on it as well so you get to where you need but also get exercise. It would run throughout the city.
48,1,0,[],A crowd-sourced bus stop app. Instead of having fixed bus stops throughout the city. People through a smart phone app request a bus to stop at a certain locations. This would provide information to the bus service company in improving the locations and times of where service is needed the most.
49,1,0,[],A crowdfunding site that tries to solve mini societal problems. It's like a non-government organization but this tries to solve mini problems such as buying a net for a local basketball court or a reforestation project.
50,1,0,[],"A device that monitors all your vital signs (pulse, blood pressure, body temp, etc) and is connected to a smart phone app that lets you easily share the info with your doctor."
51,1,0,[],A disaster movie about a blimp that gets a slow leak.  Most of the movie will take place in the cockpit.  It will be conversational based between the pilots and air traffic control.
52,1,0,[],"A driverless mini-coach will be the norm. Summoned through an ""uber"" type app, the responding vehicle will be selected based on pickup and destination points. All riders will be photoed and violators cited."
53,1,0,[],A drone system where small helicopters would come down and pick up people. It would work like a bus in that it takes people to drone stops.
54,1,0,[],A drone taxi that picks you up and drops you off at your desired location.
55,1,0,[],A electric scooter sharing program for getting around town without having to drive a car and use too much gas or take up too much space.
56,1,0,[],"a fan that goes on top of your outdoor HVAC unit. The exhaust from the HVAC turns the fan, which then generates electricity."
57,1,0,[],"A fare based system would allow heavy car users to pay more and light ones to pay less for gas, tolls, etc.  Their car will have a gps tracker to see where and when they go (downtown, rush hour, etc.)  This will help the people who don't need to drive as much and tax the ones that are always on the road."
58,1,0,[],"A fleet of automated cars that have pre-programmed destinations in them. You use your credit or debit card to pay. Swipe it and then pick your destination and it takes you there, charging you based on how far away it is and not based on time so it's better than a cab, and also uses the new robotic cars."
59,1,0,[],"A fleet of cheap, reliable, automated taxi cars. The cars would drive automatically after an input was made for the destination. These cars would be self charging with paint that has solar energy potential."
60,1,0,[],a fleet of pedicabs
61,1,0,[],"A fleet of smart, autonomous busses."
62,1,0,[],A flexible public transport system that shuttles students from my neighborhood to the school
63,1,0,[],A flying bike that can come straight to you with a click of a button from your phone or tablet.
64,1,0,[],a flying car to dodge traffic
65,1,0,[],A flying car would be a good innovation. We would free up the roads making less traffic jams and it'd give people new experiences.
66,1,0,[],"A form of alternative transportation would be in the form of an SUV crossed with a 4wheeler. However, it would need to be affordable and able to be driven on main roads."
67,1,0,[],"A form of transportation similar to an airlift, only the seats are at terminals on the ground. You board and they take you to predesignated stops in a direct line, free of traffic. Like a shuttle or train, only on a smaller scale, and ideally seats come in much more frequently, every 30 seconds or so."
68,1,0,[],"A free taxi service for students, especially for nights so that students can get back safely. Instead of a car or a big bus, it could be a small bus so that it can fit enough people, but not use too much gas."
69,1,0,[],a fun car that always tells jokes to the passengers
70,1,0,[],"A futuristic railway that could stop at different stops depending on if people are their or now, it could run on renewable energy and stop every quarter mile."
71,1,0,[],A giant water slide that takes you from tower to tower in a city
72,1,0,[],A going to town app. In a rural area like where I live sometimes you avoid going to town because you don't have a ride or you just don't feel you can justify driving all that way just to run a quick errand. Enter an app that connects you to people along your travel rout who also need to go into town. You could flag yourself as offering a ride or needing a ride.
73,1,0,[],A golf cart-like train that circles the small town I live in on a regular basis.
74,1,0,[],"A great mode of transportation in my neighborhood could be a bus or tram that runs along the local parkway (a road that basically goes across the whole town) people would be able to hop on it and ride it to their destination and be there within walking distance when getting off the bus/tram. Could be relatively cheap, clear up traffic with less people having to drive around, and is highly economical."
75,1,0,[],"A group carpooling smartphone app that allows people in apartment complexes or housing areas to visualize a profile of others in the area that are traveling to a nearby destination. Participants can communicate over the app, and background check and everything is done before being certified to use the service. People can post looking for ride notes, or say that they are traveling to a specific area and looking for passengers to ride in order to split costs."
76,1,0,[],A high speed conveyor belt that travels through peoples' houses that can take people to city centers.
77,1,0,[],A high speed monorail system that winds its way through all the important points of interest in the city. It would look futuristic and high tech with a sophisticated level of design along with being reliable.
78,1,0,[],A high speed train/subway that links all the cities in the Detroit metro area.
79,1,0,[],A high-speed rail that goes around the neighborhood into the city.
80,1,0,[],"A hitchhiking app where everyone has a profile with ""reviews"" from other drivers and hitchhikers. If you're walking somewhere you can turn on the app and if someone else with the app happens to drive by they can pick you up."
81,1,0,[],A horse drawn carriage would be nice
82,1,0,[],A hover board sharing service. Like a car rental but with hover boards. Must be located near bike paths.
83,1,0,[],A hoverboard lane just like bikers!
84,1,0,[],A hoverboard that is powered by solar power
85,1,0,[],A hovering scooter with its own lane on the roads
86,1,0,[],"A human carrying drone. This would require it to be build and withstand certain weight thresholds, such as up to 200 pounds. You would call a drone in and let it know where you want to go. It would pick you up and fly you there at a decent rate of speed and without having to sit in traffic."
87,1,0,[],A human taxi system like they have in Asian countries. A guy can run around with a cart and pick up passengers.
88,1,0,[],"A human tube system, similar to televison shows like Futurama, and already in use by banks, albeit for parcels and not people. If we installed vacuum tubes that led to a multitude of central destinations, we could develop a toll system alongside it. Using air pressure would cut out emissions immensely, and would be relatively fast, allowing for faster travel times than traditional modes of transportation. However, the difficulty would come from utilizing the system in such a way that remained safe for all those involved, perhaps through making use of a stop and go turbine system, that worked similarly to a stop light. A smart air restriction system would allow for one way travel, and then a short delay, followed by travel in the other direction."
89,1,0,[],"A human-sized slot-car system.  Where cars run independently self-driving down a track through electricity like a trolley car, but just big enough for a regular sized family (in other words size of a regular car).  In order to move faster cars can link up by matching speed and then essentially ""plugging"" into the car ahead of it.  This could go much faster than regular cars and not have any of the problems associated with regular self-drive cars seeing as they move on a track."
90,1,0,[],a hyper tube that transports people though air
91,1,0,[],A imagine a system like Ã¼ber but with driverless technology. And I imagine people renting on car for a group of people to commute.
92,1,0,[],"A jitney that makes local stops within a few miles of a small town.  My town would be perfect as an example.  Most errands can be run in a 10 mile radius.  This includes, post office, shopping centers, DMV, library, etc.  there could be a call in to meet at nearest cross stop.  We have 2 main roads that run through town so this would be very easy to implement."
93,1,0,[],"A large network of rails traveling from downtown to every other part part of the surrounding area featuring energy efficient, sleek that arrive every ten to twenty minutes at each station"
94,1,0,[],"a large open vehicle that moves slowly on wheels around the downtown area, carries about 25 people"
95,1,0,[],A larger bike path so that more people could ride their bikes places. Also every few miles they could have a bench for people to rest with a water fountain.
96,1,0,[],a lazy river in the summer would be a fun way to get around
97,1,0,[],"A light rail from city center to neighboring suburbs that would replace thousands of commuters and make rush hours less crowded and stressful. This could be as simple as one station in each suburb (thus 10-15 total stations), or a more complex system with multiple stations in each suburb."
98,1,0,[],A light rail that goes around town quickly and efficiently with routes that will help the people who use it most.
99,1,0,[],"A local-government sponsored ridesharing service, much like Uber. However, the proprietors will be the local government, so the commissions from rides will be reinvested into the local community."
100,1,0,[],"A magnetic railway car, like a trolley, that moves and stops by people pressing buttons on the side of the road"
101,1,0,[],"A magnetic roadway system, where people move in modular pods that are controlled by a central operating system (COS). Magnets underneath the street guide your pod along, and every movement of all of the pods is controlled perfectly by the computerized system, it is completely autonomous. If your whole family wants to go into town, you assemble your four-pod system and take off, where traffic is optimized perfectly by the COS. If just you are on your way to work, you hop in your single passenger pod, and take off!"
102,1,0,[],A map that has the location of buses currently running so that you can see how long it takes for your bus to reach you while waiting for the bus.
103,1,0,[],"A monorail sort of train, raised over the cityscape and nearly silent as it passes overhead.  There would be platforms raised up several stories high, with elevators to reach street level.  The trains would be sleek and shiny silver or white, gleaming in the sun.  The trains would change smoothly and seamlessly from track to track, so that each one can have a different route."
104,1,0,[],"A monorail system that is above everyone.  There would be rail cars on it that go in a multitude of directions.  People can still use the other forms of transportation, but this form would be strictly for people looking to get around in the city.  They would park their cars before entering the city, and use this quick system for getting around.  No more crowded, expensive parking in the city."
105,1,0,[],A monorail type transportation system.
106,1,0,[],"A more affordable public transit (or shuttle bus) that is crowdsourced/crowdfunded and takes passengers anywhere within a certain radius (e.g. 30 mile radius, etc.)."
107,1,0,[],"A more thorough bus system with buses running more frequently and covering a wider area.  Other modes would not be feasible for this area.



An Uber-type crowd-sourced system for carpooling."
108,1,0,[],"A motorized scooter ""stop.""  Basically a few very popular areas you can pick up a scooter from an agent.  Credit is the only thing that's acceptable, as they need to have something on file in case you ride off with the scooter.  These locations where you can both rent, and return scooters will only be in very popular areas (Such as the mall, a large amount of business buildings, and the like.)  Make it relatively affordable, and have people be able to write it off as an expense."
109,1,0,[],A motorized scooter program where  you can rent them from stations throughout the city.
110,1,0,[],"A moving sidewalk - like the ones you would see in an airport to help expedite movement between terminals.  Around my area there are a lot of close shops, so people could walk, but getting loads of bags home would be difficult.  Having mechanical walkways would enable people to do their shopping but reduce their need to use cars, and at the same time set all their bags down so they don't have to figure out how to lug them home, especially if they've purchased something heavy.  It could also allow people to get where they need to go faster, if they continue to walk along the moving sidewalk.  They could sit alongside regular sidewalks, so people who still wanted to go out for a walk and get some fresh air could do so.  The mechanical/moving sidewalks would be made out of metal, look like a flat escalator, have hand railings, and each side of the road would have a sidewalk that goes the same way as traffic."
111,1,0,[],A moving sidewalk could be useful in some areas of my neighbourhood.
112,1,0,[],A moving sidewalk outside main street.
113,1,0,[],"A moving sidewalk with seats.  You could get on and off easily.  In the high density corridor, this sidewalk would have seats that you sit on and would move you down the corridor.  Getting a person with a wheelchair four blocks can be a big problem.  You would just roll onto this moving sidewalk and they would be moved."
114,1,0,[],A much-improved subway.  It is faster and has far fewer delays than the current line.  It is also relatively affordable.
115,1,0,[],"A multiple person bike system that converts all the energy created in a moderate speed. This system has an own lane and its free for users, its an ecological way to get to any given detination."
116,1,0,[],"A mutli-layed monorail system that is solar and wind powered. I leave in las vegas, which has a centralized population. It would go up and down the strip and between the strip and downtown and around the city."
117,1,0,[],"A network of green transportation for rent. You insert coins and it releases a bike, a skateboard, a scooter or some other form of efficient transportation. You drive it to your destination and once you deliver it to the hotpspot you can get your money back, if it is in good condition."
118,1,0,[],A network of publicly available electric cars will drive around the city in the most efficient manner possible. People will use apps to call a car to get them =from one of many pickup spots and drop them off before they go on the next passenger.
119,1,0,[],"A network of quadcopters (drones) large enough to transport humans. Let's say you need to get to the other side of town quickly, and want to avoid traffic -- get in a drone and have it deliver you by air!"
120,1,0,[],"A network of roads that we all on different levels depending on which direction you were going, so that there were never any stops that needed to be made, simply merging onto an onramp/offramp which takes you up or down a level or two and allows you to then merge onto the new direction you are desiring to travel."
121,1,0,[],"A network of self driving cars on demand.  You set your pickup time and location via app, as well as destination and desired arrival time."
122,1,0,[],"A network of self driving cars that are owned by the community. When you need one, you just summon one like Uber."
123,1,0,[],A new bus route that could go through my town. It would have a different route than the buses we currently have.
124,1,0,[],A new carpool system. You get together with a group of people at a park and ride. Park your car there and commute in a van with a group of people to work. This save gas and some of you can nap while the other is driving.
125,1,0,[],A new form of transportation that could be well used in my community would be a large seating vehicle that took people on and off the local military bases. There are 5 bases here and in the morning and evening commute there are traffic issues around those bases. A way to remove at least half the vehicles could cut down on pollution and traffic around the base for people off the base as well as on. This would be a military carpool of sorts to also eliminate parking issues.
126,1,0,[],A new innovative transportation system would be automated cars. They can pick you up and drop you off wherever you need to be.
127,1,0,[],A new railway system! We don't have any trains or railways anywhere near the area I live in.
128,1,0,[],"a new system in my neighborhood could be bicycle - but have taxi options, so additional seats attached, perhaps rickshaw style. A person would pedal (no motors, so no issues with being on road) and there would be a seat on the back for a rider. There would be a helmet with each rider."
129,1,0,[],A new system of transporation in my neighborhood that I would really enjoy is high speed trains that could get you from one part of the city to  another in 5 minutes. The transportation would have ample amount seating for the fast trip and great views of the city. I would want for this train to run above the streets and not over the streets so some kind of over ground railway would have to be created.
130,1,0,[],"A new taxi service that uses mopeds rather than cars. It's something used quite frequently in other countries (such as Brazil). You would be able to call for assistance or simply stop them off the side of the road (just like a taxi, obviously)."
131,1,0,[],"A new transportation idea would be to have bikes that can be rented.  I have seen this in some towns such as Austin, Texas.  Where you can find a bank of rental bikes every couple of blocks.  How awesome would it be if this was more normal and people could choose to ride a bike to the store to grab a loaf of bread or something, rather than getting in the car and wasting gas and adding to pollution."
132,1,0,[],"A new transportation method could be using self driving vehicles. During times when you are needing to pre drink before going to a bar to save money, you find yourself unable to drive to the said bar. With self driving vehicles, you can let the robot do the critical thinking for you to ensure your safe arrival to your friendly neighborhood bar. This would be fun and convenient. This would also reduce the amount of wrecks on a friday and saturday night."
133,1,0,[],"A new transportation system  can be something somewhat like a train, but a small train like shuttle, which can take others around the neighborhood, easy, fast and no traffic."
134,1,0,[],"A new transportation system for my neighborhood would be a uber-like bus service. Buses have specific routes, and can stop at any point on that route if you use the service. That way you can have one pick you up close to your house instead of having to drop your car off at a bus station."
135,1,0,[],A new transportation system for our neighborhood could be shared scooters.  The scooters would be open for all to use and stocked at locations around the neighborhood.  You could check them out and return them for less money than the cost of a scooter.
136,1,0,[],"A new transportation system in my neighborhood could be the use of drones to fly individuals in and around town, or to far off destinations. The drones would fly like helicopters, but can  can also be controlled using a remote control. Unlike a car which can transport several passengers, the drone would be only be able to transport one person."
137,1,0,[],A new transportation system in my neighborhood would be a railway system available to rural and outlying areas.  It would stretch along the roadway and connect to different cities and stops much like a trolley system or train system.  People could get on and off at different points.  They could schedule to be picked up at different times during the day.
138,1,0,[],A new transportation system in my neighborhood would be rentable bicycle stations! They would be scattered all over the city.  You would simply put change into a machine or swipe a credit card and a bike would unlock.  You could then use it to ride all over the city.  You could return it to any other rental rack.  The racks would also have hand sanitizers and wipes so you could wipe down the public bikes before using them.  This would greatly reduce gas and emissions in the city and people would get good exercise biking around!
139,1,0,[],"A new transportation system in my neighborhood would be similar to a train line, just on a smaller scale. It would pick people up in a series of pods and deposit them at their place of work for a small fee. This new train type line could also be used in the same way that a bus is, to run errands. The new system would have comfortable couch like chairs and be far more acceptable than the current forms of trnasportation availabe."
140,1,0,[],"A new transportation system uses solar panel on the roads to empower vehicles to travel around the city. As vehicles get on the road, it automatically connects on the server of the roads and energies stored on boxes on street corners come one. These vehicles do not use gasoline, ethanol or diesel. It is greenhouse and uses electricity collected from the sun. Renewable energy that saves money and free to the entire residents meaning as long as the sun still shines, vehicles will work."
141,1,0,[],"A new transportation system would be a large electric powered bus. It would not run on gasoline but on electricity. It would pick people up from stops and drop them off for a fee. It would also go into smaller developments to pick people up like an Uber would, but more environmentally friendly."
142,1,0,[],A new transportation system would include a mono rail system that is built above the streets and sidewalks where pedestrians can move quickly from one side of the city to the next with having to negotiate with traffic. Once you get to your train station destination there will be a system of buses who would be at the train station waiting to take you to a variety of different bus stations. The busses would pick up and drop off and would take you to and from the monorail system.
143,1,0,[],A new transportation system.... Self driving cars/ trolleys (absolutely no tracks or special lanes for the trolley just self driving)
144,1,0,[],A new trolley system with free transportation would be beneficial since the neighborhood isn't very big and it would do well for people who could be handicap. I think the new trolley system could be hybrid -- electric and gas -- which most trolleys aren't.
145,1,0,[],"a new type of rail system with certain drop off points, but the rail system is above the road so it doesnt interfere with people driving cars."
146,1,0,[],"A new type of transportation in my area would be like a double decker bus, but more levels. There would be different areas for kids, a lounge area, an elevator that would take you do the different levels. You would pay a monthly fee and it would have a path where it would make stops. Not just a mode of transporation, but a fun transportation where you can relax and interact with people at the same time."
147,1,0,[],"a new vehicle given to everyone that works in the city, and the vehicle is super small and runs on batteries."
148,1,0,[],A new way of transportation that will change how you commute. This innovation will make commuting fun and will reduce your stress of traveling.
149,1,0,[],A new way to transport in my neighborhood? I would honestly say cabs. They are not around where I live. But a cheaper way and only in the city. It's mostly just busses and the stops are few and far between.
150,1,0,[],A online map real time of the buses and trains the area. Buses and trains aren't usually on time and having real on time traffic will show if its a bad bad to drive.
151,1,0,[],A outdoor moving walkway. Replace parts of the sidewalk with a moving walkway.
152,1,0,[],"A overhanging monorail. There are a lot of key locations close together, this would be great for my town."
153,1,0,[],A path for Segways.
154,1,0,[],A pedi cab service similar to Uber. People would sign up to drive people around on their bicycles. It's a small neighborhood and could easily be done. The call service could have a phone app and website to make it easier to schedule pick ups.
155,1,0,[],"A person's place of employment, such as a hospital could conceivably shuttle employees from home to work via a small bus. The city or county could be divided into quadrants to further facilitate timely pickups. This would definitely free up traffic if the workplace had 9000+ employees."
156,1,0,[],"A personal transport vehicle, perhaps shaped like a scooter or segway, that collapses and folds into a backpack with straps that retract."
157,1,0,[],A phone that can also be used as a credit card.
158,1,0,[],A pick up service that allows you to rack up points for free future pick ups
159,1,0,[],"A plane that also works on the ocean.

Can be dual functioning!"
160,1,0,[],A pneumatic tube system similar to the mail slots in old skyscrapers. A person can just step in to a tube and be propelled to their chosen destination.
161,1,0,[],"A pod/train system that runs on the shoulder of roads. It would be more active than typical buses, and be more personal in that there can be no more than 4 passengers. It would run on a track or in the future it would would run with automatic sensing software and would drive itself."
162,1,0,[],"A pop-up portable gold driving range simulator that can be set up in a house, in a store, in an office. You hit the balls into a giant screen that looks like a golf course"
163,1,0,[],"A private luxury shuttle system, sort of like an upscale bus/uber carpool. It will pick you up and bring you to any destination. Payment is based on miles traveled and time of day. It has comfortable seats and free wifi."
164,1,0,[],A public bus system of buses the size of vans. It has an app that shows all the stops.
165,1,0,[],A public taxi system dedicated to public transportation.  Standard operating hours and funded through taxes.  On demand pick up via city based app.  Essentially eliminating everyday drivers.
166,1,0,[],"A public transit teleporter using hadron cannon technology. It would break down every molecule in the body, transport them and then reassemble them. It would be painless and incredibly fast."
167,1,0,[],"A public transport system with self-driving cars. You go online, select your destination and then order a self driving car to pick you up."
168,1,0,[],A quantum teleportation device that creates a temporary rip in space time that allows the users in instantly transport to any 3 dimensional coordinates in the universe. You would simply place the device on the ground and stand on it with both feet then press a remote button in your hand to start the transportation process.
169,1,0,[],"A rail cart, that is powered by friction and capturing the head it produces while being driven down the rail, it starts with a simple pedal of a bike to create enough momentum and friction to start the process going and then as soon as you produce enough energy to get it moving, it will continue to produce and move forward till you press the brakes. BAM!"
170,1,0,[],A rail system that goes from the outlying suburbs to the big city.
171,1,0,[],A rail system that hangs over the road where trains are suspeended from above and can carry hundreds of people
172,1,0,[],A rail system that is build from the ground up. This would be capable of high speeds typically not able to travel when driving or on another train. This would make work transit much faster.
173,1,0,[],A rail that goes back and forth from campus with known arrival times would be ideal for students to travel from campus to their homes and neighborhoods. This would be like a miniature above ground subway.
174,1,0,[],"A Railway system for cars, like something out of minority report. You can still drive on the roads but the speed limit is controlled and there is never any accidents because you input your destination into a program in the individual cars and let the railway system get you there."
175,1,0,[],a railway system that goes over parts of the city and is solar powered so its more efficient.
176,1,0,[],A railway system with movies and internet available
177,1,0,[],"A real trolley/tram system, not a bus that they call a trolley. Rails. Automated, pre-programmed directions. Various sensors to determine speed/safety restrictions."
178,1,0,[],A rent a bike program. Where you can rent and return electric bicycles. It could be either manned by a person or just a machine.
179,1,0,[],A rent a bike system. Solar powered bikes could be rented for 1$ and returned at different stations for a refund of 1$.
180,1,0,[],"A rental system for electric scooters and regular bicycles where you can drop it off at any local dropoff venues (bars, stores, etc). Pay by hours. An app with a map that shows all options, and also has ride-sharing help."
181,1,0,[],"A ride pool system like uber that uses vans to take people to similar destinations. Like an employee car pool, but done by a third party. Blend of employee car pool, and lyft line (I think that's what it's called)."
182,1,0,[],"A roaming private car that you can pay by the mile or carpool. Basically, the car would go up and down the street or area and put trips together (like going to the grocery store or the same shopping center) and split the costs, so it can be as affordable as a bus but more private."
183,1,0,[],"A scooter that can function as a hoverboard!

Think about the possibilities."
184,1,0,[],"A scooter type machine that gets good gas mileage and goes faster than a normal scooter, but it has a roof and a system that protects people from outdoor elements."
185,1,0,[],A segway that is programmed for certain routes.
186,1,0,[],A self driving lawn mower.  Use the technology for self driving cars to create a self driving lawn mower.
187,1,0,[],A separate lane for Ride-Share drivers.  This way the ride-sharing service can cut down on time and money.
188,1,0,[],A series of futuristic tubes that propel a person from one place to another
189,1,0,[],A series of tubes like in the TV show Futurama.
190,1,0,[],"A series of tubes, like at the bank, but for people in little eggs, with elevator music playing."
191,1,0,[],a service in which you get picked up by a car and earn points you can redeem for free rides
192,1,0,[],A service where you can easily pick up a ride to ublic transportation. many people live in areas where public transportation is just slighlty out of reach. this would allow people to get there in an easy an inexpensive manner.
193,1,0,[],A service where you sit in a heated or air conditioned glass bubble and get towed around by an automated driver using drone technology.
194,1,0,[],A shared vehicle/ carpool incentive program.
195,1,0,[],A ship that takes you around town within minutes and costs less than other methods of transportation.
196,1,0,[],a shuttle system that goes to more frequent stops
197,1,0,[],A sidewalk peoplemover based system that could run parallel to the road or existing sidewalk.
198,1,0,[],A sidewalk that is automatic.  It could allow people to get around faster than what walking would do.  It also would help others with being able to carry things that they couldn't possibly carry all by themselves.  It could help with getting people where they need to go at the rate of speed as a bicycle.  This would help out tons of people that have had a rough tiring day but don't want to use a vehicle to get back home.
199,1,0,[],A simple roapway made up of strong steel cable and a cabin controlled by rope. This can be operated downhill and uphill.
200,1,0,[],A skateboard tram that runs on a track through the neighborhood to the local bus stops
201,1,0,[],A ski lift type tram.
202,1,0,[],A small personal car that ran on solar energy that was no larger than a bike.  It could be stored on a bike rack and had enough energy to go 15 miles on a charge.  Charging time would only be an hour if and when it needed to plug into electric.  The biggest thing is that it would keep the occupant dry.
203,1,0,[],"a small size car , it might fit only for one person as motorcycle but it's closed like cars"
204,1,0,[],A smart car rental system where people pay per use or per hour.
205,1,0,[],A smart electric trolley hybrid system that is integrated with the current roadway network. The electric power for the network is generated by turbines in the city water supply.
206,1,0,[],"A smartphone app similar to uber but for carpooling. Once it hits a predetermined amount of users needing a ride in a concentrated area, the app suggests grouping the users together and designates possible drivers to pick them up if users agree."
