Unique ID,Text: Verbatim
3403,"transportation for individuals -small physical footprint/easy to park/ keep -easy to use/ no learning curve | Transportation for families -only families can register to own cars!!! | Transportation for masses -the usuals…trains, buses -grass on roof -solarpowered buses/ trains -sensor lights "
3404,Flying car | Rapid Projectile passenger ccapsule | Levitating personal craft 
3405,"Driverless | Centrally managed transport > by schedule, on-demand "
3406,Internet | Iphone | Robotics |Laser
3407,"Personal Hover Craft, All terrain personal hover craft, Patent Pending "
3408,"Take lift up, MRT/ Bus stop | Scooter Rental Kiosk, MRT/ Bus stop | All terrain personal hover craft, runway, teleporting point, HDB "
3409,"Solar panel, heat up air, fan "
3411,Personal Transportation device (Nx gen!!) | Teleport 
3412,"Personal Transportation device | teeth for grip, 3 wheels for uneven terrain-adds stability, suspension-absorbs shocks, wings to fly, tightens when speed increase, close in to slow down"
3413,"doraemon, voice-control self gps | unmanned self-drive vehicle, solar engine plus water pressure, fly in the sky, on road and underwater, gps |teleport, home>work"
3414,"work at home | Escalator city, double up as goods/mail delivery system, mobile office | car-free zone, car at underground road, surface car-free, car at the underground"
3415,Flying PDA for SOS | Tele-transportation AMK-internet-TP | Heli-hat
3419,"water transport, waterway speed ferry| hoverboard | train-cable car city (cable train circle line, cable train N/S-EW line) "
3420,Heli - motor chair | Fly bag | Motor-skater
3421,"user defines route to book driverless transport cabins, automatic driverless |transportation drone | modular transport vehicle to cutomise to different needs (eg more people add more cabins, less people smaller road footprint), mass produce modular components to bring down cost and inter-operability "
3424,"Flying Carpet | People, Bicycle, Car "
3425,"Work from home, online shopping | two-wheel smart electric scooter kiosk |flying device carried by the human "
3426,parachute | flying cars
3427,Exo-skeleton assisted movement | driveless transport ports | island wide bicycle system 
3428,"Personal jetpacks, ultra efficient solar cell | Frictionless train tracks (to prevent wear & tear of MRT tracks), driverless, sky train | work from home "
3429,Solar panel | retractable wheels
3430,"casual air transport | travelators (walk way) in the city, to expedite walking pace | Willy wonka's lift that goes in all directions (up, down, left, right"
3431,Wheels
3432,"vertical landing & take off | Auto-sensing brake, gps "
3434,"Flying bicycle/ lift | Flying ships, break through large waves "
3435,"travelator walkway, platform, control button on speed/ stop | motorised bicycle | driverless electrical car, motorised"
3436,"Hover craft transportation, make use of air space,  expressway, use sides, add transportation for people "
3439,helmet
3440,Flying in the air
3441,wing
3442,
3443,"bicycle kite | get-engine | system, teleporter"
3444,Foldable bike 
3445,"can fly, can drive, can sail (duck tour similar) | doreamon | flying car "
3447,"Power wheels | Power, wings "
3450,Motorised skateboard | engineered flying carpet 
3451,
3452,Molecular reconstruction | thought powered electric unicycle | thought powered shoes 
3453,underground road system 
3454,battery powered motor with solar cell
3455,"cars the regenerate using wind energy | magnetic levitation shoes to travel from poing to point, magnetic strips flushed to ground, maglev pods | trains that transit from land to water, on wheels > air propulsion like hovercraft? "
3456,"drones delivering people like how stocks deliver babies. Point A to point B with preprogrammed flight plan | 1. Get in vehicle, 2. vertical boost in ballistic path, 3. arrive roughly where you want to go, 4. drive to exact point | underground mole, dig temporary tunnels to get from point A to B, refill hole as you go "
3457,"hover buggies | conveyor belt network | magnetic levitation, magnetic carriageway "
3458,"anti-face' device, inside ball | walking aid | avatar 'robot suit' -autonomous, with GPS"
3462,"Sitting monocycles | Tracked/ Powered roller skates, instead of rollers utilise bars, allows for 2 degree of freedom | large scale travelators withing towns "
3463,"expandable car, motorbike + motorbike + canopy = car | tube/ high speed travellator throughout the country "
3466,"coffee cup holder, bag/ briefcase holder, hinge "
3467,"CTE tunnel, KPE air | teleportation door "
3468,Trust powered
3469,hover board | add turbo power for speed 
3470,
3471,
3472,
3473,virtually meet and feel the people | shoes that transports me on the surface and in the air | fly like a bird 
3474,
3475,
3476,
3477,
3478,GPS unmanned 
3479,"Motor, motor | spiderman | hovercraft, magnet "
3481,"grab-bus, where? DSTA"
3482,transport that bring to your dooestep 
3483,flying shoes | rocketeer | iron man 
3484,jetpack | cable shi | multi-layer train station 
3485,Electric skateboard | Driver-less cars
3486,"Computers, aircon, ipad, telephone, internet, car"
3487,levitate by magnet? | bounce
3488,"Booster added to a backpack |direction control (left, right) "
3489,solar cell | small rack 
3490,Hover board| fly packs | stand-sit mover 
3493,"Wings, jet, steerer, solar powered energy storage "
3494,Teleport | jetpack | harmonic levitation train 
3495,rocket booster | slides | solar- powered bicycles 
3496,Levitating surfing board | Personal jet pack | Common pool of GPS guided vehicle 
3497,"Multi level transportation | wind power, activate skates when walking on flat ground "
3498,"Solar panel, battery | tunnel "
3499,"touch screen, navigation screen that will auto navigate based on selected route, glass, couch cum massager | retractable wheels that can be retracted into amphibious vehicle for travelling on water across rivers |doremon's door -going thru will bring you to the desired destination "
3500,google watch allows you to navigate and controls wheels with ease | press a button the watch and teleport from point A to B 
3501,canal ferry service | magic carpet
3502,Hover craft | retractable wheels 
3504,Inflatable tyre unicycle | bus parasailing 
3505,"engine so can travel super fast, wheels, | home> teleport> office "
3506,"firebolt, aircon/ gps | extended arm to move vehicles away "
3507,Fly like iron man | four directional hamster ball 
3508,"land, oxygen, fly, tank | unmanned vehicle no need to get license | shoe, fire fire "
3509,foldable into a suitcase | elevator 
3510,"Personal Capsule transportation, all networks underground, windows in the tunnel | Teleport, enabled by statelite, heli-cycle (trailer to carry other passengers) | virtual reality office > work in VR from home > each can see what the other is looking at "
3511,"virtual transportation, 3D virtual projection , augmented table & controls, 3D scanner | 4 seater personal autonomous vehicle, hover over magnetized lanes, luggage space, uber-like booking system and payment | Parachute, propeller, personal air transport, fly "
3512,"air, flying shoes + parachute, levitation transportation (with seatbelt), multi-layerered transportation infrastructure | water, floating water way, water, riding on national canals | land, superfast travellator + transportation trolley (with seatbelt) "
3513,"the train that does not stop at train stations, existing train tracks, train station "
3514,"flying mass transport, can go faster, less obstacle, personal transport , two layers | 2 lane solution only (no more cars!) -personal (segway/bicycle) -mass transport (bus/trains) | autonomous, every vehicle travel at optimum speed, each vehicle slot in and out, connected thru magnetism "
3515,"personal autonomous heli| Personal electric autonomous car/ scooter, 1/2 pax | wind-blown tube for people | (???)"
3516,Personal jetpacks | electromagnetically couple onto 'transport of opportunity' | high gear ratio mono-cycle 
3517,Waterjet to create water flow | (???) 
3518,"magnetic levitation, rail tracks "
3519,"multi story highway + multi storey sky-train (increase capacity during peak - manage demand eg. work at home/ ...work hours) | replace all roads with travellator (multi tiers) equip with cabin that moves 24 hours non-stop, no more private cars, driverless people mover programmed to maximise/ optimize use of limited 'land' resources, exploit space underground and/or overhead platforms for travellators, free up limited land resources for better economic purposes, underground tele-personal pod | compact urban transporter, battery operated, ecofriendly, maximise capacity "
3520,
3523,
3524,"Carlite city: reduce reliance on car, use bicycles | mobile parachute | driverless vehicles | sensor in vehicle to bring back vehicle to destination through the fastest route | transport able to go land and sea (not only land) | transport music and movies for passengers "
3525,"Driverless vehicle that can travel air/ on land/ on water, tech spec: Fire resistant "
3526,"driverless, sensor-controlled that can travel in air/land/sea "
3527,"Reliable/ energy efficient, underground rails, uses magnetic induction, conveyor system | Personalised, individual pods, charging pods, wifi | alighting platform, safe, slows down at alighting platform"
3528,"remote controls, sensors to avoid collision  | networked island connected by seated travellators , travellators, walkway | using the sea as a form of travel, boat stations "
3529,roller shoes | flying balloon | travelator | multi-model
3530,"magnetic shoes, magnetic roads | wheel powered shoes, remote control by blue tooth technology from hp/ google glass, watches/ voice recognition | surface to stand on, fan blades, handle, controller/handle for stability "
3531,"shoes, propellor engine, foglight, wheeled | moving plate, seat, control, luggage | mobile aeroplane, solar panels "
3532,travelator - conveyor belt | capsule tube | lavitator pods 
3534,navigation cum entertainment system 
3535,"segway? | driverless carts, woodlands, sengkang, pasir ris | flying fox "
3536,"fly over buildings, longer distance | cable car system, automatic, building to building | short distance, motorised skates "
3537,"Car-bed, air-conditioned, noise-cancelling environment | boat bed, air conditioned, noise cancelling environment | fly-bed, air conditioned, noise cancelling environment"
3538,"jet pack | mobile suit, stuff | magnet "
3539,"flying bicycle, wings | can fly, can hover, wings | underground loop pod, 600km/hr, station "
3340,"sheltered walkway when raining, pedestrian path, hybrid battery + humand motion power (moving leg, stable leg, dynamo | moves by pedalling, cushion, shoe in bagpack, inflatable, munual pump | controlled flow of water, park connectors with waterways"
3541,"tough terrain 'legs' stable (single/ double passenger) | unmanned gps-guided centrally-controlled family car | aerial system, retrievable wings, fast car, no COE, diesel/ gas, can run on water "
3542,"R2D2 operating, my home | "
3543,"gas cylinders refuel | 3D printable blades | next generation float-skating shoes, rotary wings, gas ejects"
3544,"Driverless, no coe | green (battery operated)"
3545,"family, control, speed | single person, motor shoes, remotes control, speed buttons | single person, slim chair, remote control, climb, speed "
3546,
3548,"personal pod, travelator, travelator stop | interoperability & anti-collision "
3549,car fusion technology | rolling transporter | sheltered public travellators
3550,"teleport | underwater, O2 | vacuum device"
3551,"collision avoidance, E/O, lidar, IR | robot_me, home, helmet | moving travelator, stop button, massage capabilities "
3552,"water taxi, on-demand, driverless car | virtual-tele-conference "
3553,"office is a big bus that pick workers upfront home + drop them off at the end of the day, transport desired location to human | teleport | roads for cars, pathway for alternative transportation devices eg. Bicycle, scooters, pedestrians walkways "
3554,"making use of lateral airspace & comms network for driverless system | beam me up scotty, destination a, destination b | use internet, no need to travel!"
3555,"roadside trees, canopy walk | travellator | tarzan swing"
3556,"hot air balloon concept, deflatable, hovercraft, can float on water, hover on land, prevents accidents because of material used | personal flying machine | build with solar panel "
3557,"cover to shield rain, add a seat | "
3558,helicopter scooter | propellor shoes 
3559,multistories railway
3560,"fly | bus system, tunnel, travel together | fly, fly path "
3561,personal propellor system | vertical lift self propelled cars | hover bus above cars 
3562,"flying car, with sensor for collision detection and anti-tailgating feature | 2 seater rail | self-propel"
3563,"personal transport system, collapsible "
3564,
3565,tube | safety net | extra booster 
3566,"self balance bike (auto balance) | hover car, blade "
3567,driverless car | hovering pods | teleportation device 
3568,"personal aircraft for travelling | cars of different size that can travel on top of another, optimise road space | fast car/ boat for coastal access, SMRT/ SBS to operate ferry services & link to MRT station "
3569,"flying car, nitrogen | underwater trains | teleport "
3570,"hot air balloon, automated | legs (walker) | jetpack"
3571,"personal transportation: portable, automated, infrastructure catered for these devices | automated driving | transportation system: carpool (efficiency), few stops/ destination, express transport sytem, reliable "
3572,waterway transport | highly reliable rail system that is within reach of every household | personal transport device with infrastructured catered for them 
3573,"cardless, personal flying device, smart bicycle "
3574,"teleport, hoverboard, autonomous car "
3575,"buses and trains with multilevel, use magnetism to 'hang' & incease surface area | 3D print yourself, clone multiples of yourselves, clone wars!, be everywhere | motorised rollerblade shoes, different from rollerblades as wheels are on the side allows better balance "
3576,"motorbikes, build more overhead highways/ roads (go vertical up) | tunnels underground "
3578,"mini buses with self driving bus-lane | aircon travelator > integrate with existing MRT train tracks? | Personal electric bicycle > can charge with iPhone/ smartphone charger, iBicycle-sync with iOS"
3569,wheels on the shoe | teleportation | telepresence 
3580,
3581,
3582,cars that can be put in pockets (this is magical : S. J. ) | auto inflatable personalise … devise 
3583,"self-powered, self-unfolding, self- balancing, self-driving, bi/tiicycles, sensors, roof because rain | life-size telepresence, segway-like "
3584,narrow the roads by 50% | replace with guiding/ electronic lanes | build mini cars that runs on new lanes/ roads 
3585,
3586,"driverless-sensor-car, allow car to travel back and to back > reduce road congestion, magnetic connection distance 0.5m | sheltered bike that can travel on water | O = booster or magnetic levitation | hoverboard"
3587,"solar panel | helment, jet suit |spoiler "
3588,
3589,
3590,"collision deflection/ avoidance system, 'liquid metal' material (transform into smllaer when not in use), adhesive shoes, hover above ground | wings-on-shoes, charging station | fluffy 'cloud' materials, legs can be embedded into cloud for stability, interface to customise:UI, hovers above ground/ air transport, flying carpet mode/ winged horse mode "
3591,"rent/ reuse/ exchange vehicles, hdb > cycle > deposit in underground storage system > MRT > hop into vehicle > last mile drive > park in underground storage system | harness network, underground, underground station | tele-wokring, tele-living > shared office space, work from anywhere, shop from nearest regional centre, amenities from very near regional center -- same transport system but much less travelling "
3592,teleport to where you want | wings to fly 
3593,copter-backpack | jetpack | hoverboard
3594,"jet propulsion shoes (like back to the future, with shoes, can already fly up in the air) | personal space shuttle > take off to outer space, tilt a little then come back to destination on earth |cars on conveyor belt for expressway > avoid traffic jam (often expressways are no longer express becasue of car accidents. with conveyor belts, car accidents are avoided) "
3595,super high speed transportation pods that do not require stops between any point | hovercrafts | electric powered wings 
3596,"multi level train track | building, slide | half the size of car, top view, side view "
3597,"skateboard, jet propelled | the sphere allows for passenger to travel in the statosphere just like the airplane. The shpere only comes on when the sphere needs to travel in the stratosphere like the plane. Otherwise, passenger will do without sphere just like sentosa luge. "
3598,add wings for efficient energy management < float around | rocket power
3599,metal platform for a person to stand and can move around | motorised scooter | flying cars so that roads need not be expanded to increase capacity. But cars with flying capabilities can fly across cars 
3600,"gps capability, collision sensor | "
3601,personal hovercraft | personal mobility vehicle | miniboat 
3602,"glass | glass, oxygen, solar panel, charge batt, hogwarts platform  "
3503,"change to areoplane for transport in air , air sea land | news screen, gps | turbo "
3604,"hovering/ levitating | hologram - usa,singapore,china  | auto-balancing to avoid falling "
3605,jetpack | exo-skeleton | lift
3606,"magnetic levitation | jetpack | vacuum, capsule "
3607,"helicopter cap, light(torch), collision avoidance sensor | 1 person car, aircon, air bad needed, self balancing wheel, light dependent shelter | transporter, portable transporter "
3608,"solar panels, turbo | solar panel "
3609,solar panel | solar panel 
3610,
3611,"retract blades, retract wheels, run on compressed air "
3612,sky gliding | hover scooter | helicopter helmet 
3613,"why should I travel? Get the things to me!, magnetic field | entry to travelator, solar travelatoe along major roads | upward force, protection googles, forward force"
3614,"uniwheel > light, portable, cheap | elevated bus where other personal vehicles can travel underneath, not affected by traffic jams | dedicated lane for bicycles, uni-wheels, manual scooter "
3615,super fast train travels in sea | flying board |driverless vehicle (on land and sea) 
3617,"filter, solar panel, gps | generator, remote control gps | skateboard"
3618,retactable wheel
3619,gps - scooter with auto-route and auto-transport 
3620,"board with bullet train technology, magnetic force "
3623,"foldable wheels, skate | retractable handle "
3624,"personal transport board, bigger wheels, extend small wheels outwards "
3625,transform | rotate and use as propulsion 
3626,mini aircraft | horse riding | walk 
3627,tracks 
3628,platform to move in + up the tunnel | slides 
3629,telecommuting: complete removal of need to take the pblic transport to get to work | hyperloop.sg: travel from boonlay to changi in undr 5 mins (west to east in 5mins) | uniscooterpark: treat uni-scooter as bicycles as a means of transport. Have uniscooter parks where people can drop off their scooters. Just like rental bicycles in UK
3630,car that can travel on water - make us of water as 'road' to travel around Singapore | use the box | rainbow jet pack
3631,"comprtible, jetpack, jetpack tax, nuclear powered "
3633,"trance/port, press your destination, food bar |personal flying, solar powered, battery pack"
3634,teleport at the convenience of home/office | can pick people along the way | 
3635,"control, rotor wings if boots fail, battery-gps-selfdrive bluetooth | only standing with multirows | road, river, air "
3636,"bicycle rental service pay as you use, pavement | electric rental car service pay as you use - pavement, charger, electric cars "
3637,"rotor blades, hat | jetpack, control panel | hover machine, seat, control "
3638,"shared parking cars, houses, offices, hdbs | cars able to take mrt to go to accessible places, and move off from there | exchange house via online system, office 1 is near house 2, office 2 near house 1 so 1&2 switch houses."
3639,"touch screen control | public driverless vans that bring people directly to their destination, users to input travel destination - calculate best route | amk street 21, see where your bus is exactly "
3640,"wing to control | magnetic | nuclear power, improve aesthetics "
3641,"flintstone human power, underpass of major road country, bicycle, tricycle, only network, no cars/ mrt | concrete jungle walk, HDB>steel ropes>HDB | canoes in the drain "
3642,"reconfigurable roads/ expressway: to adjust to traffic conditions, barriers rise out of the ground, reprogrammable direction arrows, rotating road lanes | high-speed rail: parallel to existing rail lanes, stopping only at major stops "
3643,modular basement system | superconductors 
3644," small capsule for single-personal transport | boat service around singapore, solar powered, singapore | hot air balloon with thruster for direction control "
3645,"solar cells for harnessing energy, passenger sit, slots to insert wings for flying, design similar to starwars space craft, (???) |solar cells (harness light from sin for fuel), rubber padding that acts as wheels and doubles up as shock absorber, concept similar to sphero | hyperloop: capsules ride on air cushion by linear induction motors and compressed air, capsule container to contain passenger, idea similar to antimatter creation device, horse hadron collider "
3646,human jetplane | human quadcopter | levitating carpet 
3647,"blue tire spanning at the diameter of the shell of the transport | take 2dimesion transport to the next level, introducing 3dimension transport: to reduce traffic jam, cars can stack on other cars. Many more people in shorter traffic distance | magic carpet: using high performance material, solar panel or piezoelectricity for power, roll up for every storage, aerodynamic aerofoil structure "
3648,sturdy foundation | solar cell | light and durable material
3651,"water transport systems (underground), point a --(floating devices, water flow)---> point b | solar powered electricself guided vehicles, gps/ anti-collision system | long distance flat escalators systems (underground) with movable shelter (point a to b) "
3652,electric vehicle | electric scooter | monorail 
3653,"traffic condition update on road usage and suggest best  route to work/ travel | cycling, walk path usuage | super light and extendable personal device "
3654,"bubble tube transport system, bubble to house people, system transfer based on destination | hoverboard, hover platform | self-driven vehicles, vehicles guided by sensors, embedded"
3655,"all foldable chairs in buses to spare space, pull out chairs-retracts when not seated | buses to have sliding dorrs for embarking/ disembarking to prvent physical harm, colour coded to flash when opening/ closing | public gps screen on bus to show current location, accessible from mobile phone "
3656,"electric/ solar uni-mobile, lightweight eg fiberglass? | autonomous trains that (???) | electric scooters, magnetic levitation "
3657,"walk: everything and everything within two kilimeters … or door-step delivery | Personal carpet | street-level, village-level, chauffeured drive vehicle fleet "
3658,"20 minutes to anywhere, cycle | no queue, fly | no traffic light, sail "
3659,"work from home | use 'kar' (legs - in other words, walking) | bicycle/ unicycle "
3660,motor boat that navigate the canal network/ reservoirs in this island | self-driven that can slow down or move forward without petrol or gasoline (environmentally friendly)  | drone that can carry a 100kg payload (big headache for transport minister to regulate traffic in the air)
3661,"transport: helicopter/ planes across the island eg. Changi to jurong | driverless taxi that goes around cities and towns by gps, anti-collsion sensors, run on solar power | fireplace teleport of harry potter "
3662,"teleport system: 1. scan the molecular structure 2. send the digitalized information over 3. once transmission completes, build the molecular structure, destroy the body, for far away places use quantum entanglement | hovering vehicle | personal SMRT "
3663,"protective helmet,foldable wings, wing backpack ( with parachute)  | turn the knob | teleport tunnel, entry to next destination, tunnel generator"
3664,"car can convert to 'ship' | add bicycle-only lanes and express ways - encourage bikers | replace mrt with conveyor belt, more 24/7 > everybody have a seat and o wait "
3665," driverless mini bus | propellors | personal transport by standing on top, levitate, propulsion system"
3666,"trains fail less, more fault tolerant | driverless cars/ buses "
3667,"teleport | bus, car, rail track "
3668,"landing gear, motor to stabilise & control "
3669,"jetpack | just make it into shoes | gps location updates, gyroscope, rechargeable "
3670,"hoverboards, emission free | tiered roads for different destinations | a system where every car is a taxi "
3671,"remote controlled wheelchairs/ pram | exo-skeleton, all terrain esp urban, stairs, etc, high speed, compact all-day fuel cell, hydraulics, all-terrain footwear | driverless networked car: prevent collsion, reduced safety distance, optimal flow, wireless transmission of intent "
3672,personal jetpack - for military use + industrial use | passenger planes from one destination to another to replace bus | single row bus to save space 
3673,"key in destination, teleport | (intranet, smartphone, aircraft) "
3674,"sensors, reserved land for autonomous vehicles, normal vehicle lanes// 1. sensors, 2. reopened lanes for autonomous vehicles (taxi, buses), 3. apps to track sensor & vehicles for traffic congestion & shortest route "
3675,tunneling > use diglet or dugtrio to travel 
3676,sunbathing chair with wheels | ji-ba-boom
3677,"personal transport - 2 seater car with 2 wheels, modular design to add 1 more unit to have 4 wheels and 4 seats | can be done!, big ball | in future: lidt that goes to anywhere u want to go - travel up instead of horizontally"
3678,
3679,"bus, magnet"
3682,gyrocycle 
3683,
3684,abundance of crows. Mind control them to carry us 
3685,superman cape with gps 
3686,parasites 
3687,
3688,"UFO, protect against haze | motor"
3689,"fly, glider wings | motor "
3690,
3691,"solar, uv clothing "
3694,"motor, chair "
3695,"car + e-chauffeur, gps | percopter, singular helicopter, gps | e-bicycle, gps "
3696,"floating, submarine "
3697,"can park horizontally, space parking space "
3698,electric shoes | something with wings | multi cabin lrt 
3699,"solar panel energy | solar panel energy, cover from rain | gps "
3700,solar panel car | solar panel/ electric bike | solar panel wheelchair 
3701,
3702,missles 
3703,
3704,dynamically changing roads … there responds to traffic + changes to re-route cars/ vehicles  >> transformer road
3705, transform into a backpack
3707,"transportation pods, transportation tube, pods"
3708, charging cable 
3709,detachable carriage | shoe 
3710,"auto piloted capsules running on tracks/ rails | vertical take-off & landing, auto piloted capsules: no skills required, punch in location (don’t need to know the map to get there), flexible legs to land on any terrain | jetpack: who doesn’t love to fly like superman "
3711,"high speed capsule 270km/hr |  high speed capsule (can fly, invisible air route) - select where you want to go, pay as you fly "
3712,"portal code, number pad "
3713,stabilizers | big bird| floating on air 
3714,"travelator side-walk & park connector | tube, gyro-platform, chair, sphere, self-driven | computer screen, self-driven chair "
3715,
3716,use of biometrics eg. Thumbprint recognition and charging for public transport | travelators along linkways | mary poppins!
3717,
3718,
3719,teleport 
3721,hoverboard | flying wearables 
3722,
3723,
3725,"autonomous bus, led displaying information such as news, travel details, driverless bus// technical specs: 1. space optimization-reconfiguring of seats 2.(???) 3.green innovation 4.ability to fly(launch when required) | level 1, level 2, intelligent ropeway, smart safety vest, computer/ sensor - input location, select location - expo,cdb,airport "
3726,bus should have shutters on the entire left side of the vehicle so that people getting on + off will no longer be an issue. Seats will only be on the right side. Need new ways to detect payment | autonomous vehicles | double layer highways + specific lanes for different types of vehicles 
3727,"auto w/o the need of driver, chip to find a car when it is stolen, sensor to detect obstacles, wing-can activate the wings via remote control to fly when there is long traffic jam | moving house on sea/ land | can fly & move any terrain "
3728,"driverless, 1/2 sized | segway transporter-longer distance, segway equivalent roadway for low speed travel | on demand/ dynamic transport planner "
3729,
3730,"vertical takeoff | hop on and off for hitch-hikers | stabilised seats in transit, mobile home "
3731,"solar cells to power vehicle | solar cells | solar cells, take off from point to point "
3732,"transportation system that cater to my daily schedule, 8am: ready to leave house - auto car service arrive at door (calendar sync to personalised transportation system) | hand device-vibrate when it is time to go to catch bus before you will be late for work | mrt station: gantry free with face recognition system "
3733,auto-drive 
3734,"multi vertical level transport, floating levitated, floating, foldable transparent sheet, ruduces bulkiness, single person transport "
3735,"moving tracks at the side of the road, replaceable top, to be placed onto moving tracks, ressemble to become scooter, track path beside pedestrain path "
3736,
3737,
3738,"personal transport device: 3 wheels for stability, can be collapsed into a flat piece for easy storage, cushion seat, basket, battery and motor, 3 wheels, foot rest "
3739,"electric scooter, supermarket | mrt station> housing building, high-rise cables to reduce congestio, transportation like cable cars | special scooter only lane on roads and expressway "
3740," keep your belongs eg. Brief case, parachute, jetpower"
3741,"prevent birds landing, propulsion, one-man, helium/ hot-air balloon ( to reduce road congestion), heating coils to heat/cool for ascend/descend, steering controls"
3742,
3743,
3744,"level 1: north south, level 2: north east, level 3: eastwest, level 4: downtown, level 5: circle, level 6: bus interchange, level 7: taxi, level 8: airport, level 9: JB malaysia "
3745,"hovercraft | mrt lines | $4ecp, $3ecp…"
3746,
3747,"bumper car | woodlands teleport station, cbd teleport station "
3749,"bedok, sentosa| shield for accident, less to run, faster than car "
3752,cable car 
3753,
3755,remote controlled shoes | foldable car - safe carpark space | multi-level expressway 
3756,"fueled bu natural elements, no need to re-charge with electricity (environmetally friendly), with umbrella to shield from sun & rain | flying backpack, collapsible wings into the backpack when kept "
3757,vehicle' that can be stored away easily (no need carpark) | driverless auto-travel between points + pre-scheduled timing | travelator seats that goes from point to point 
3758,"flying carpet | look like helicopter, flying car | driverless, internet "
3759,"a double decker mrt, sleeping deck (more $) | river taxi, link to mrt interchange | UV protection rain shield "
3760,"hang glider | mobile office, driverless, autonomous vehicle"
3763,movable sofa | door to anywhere | teleport (home>dsta)
3764,"low flying 'aircraft', autodrive | handle, seat, single wheel bicycle with seat and shelter | maps select the destination and will be transported to the venue"
3765,"individual bubble carrier/ car, mind sensor knows where you want to go after you enter | 'bullet' car for speed | temperature sensor, wings, (to provide you with info eg. Traffic, arrival time etc) - LCD screen, wings fly if roads are congested "
3766,in-built camera with gps | navigation on sea | air filter to trap pm2.5 particles 
3767,lift teleport system - within singapore and overseas (rephrased) | car to go to destination -for shopping/ supermarket - order at home
3768,transoprt for car-pooling | shoes with in-built rollers to activate anytime 
3769,"air, propellor blade, cloud | land | sea, water skipper (walk on water surface) "
3770,
3771,"solar panel, traffic sensor | gps | gps "
3772,hover | moving capsule (bed) 
3775,flying transformer
3776,flying convertible car 
3777,
3778,"station one, station 2 | human on wheels "
3779,"amk - law of gravity - paya lebar | singapore (to bedok, to jurong) "
3780,
3781,"helmet, wing"
3782,"portkey, underground cycling tracks "
3783,"hoverboard | capsule, air"
3784,"overall landscape | short distance, all electric wheelchair/ children/ elderly friendly | long distance, hover "
3785,
3786,"fly if road is congested, mist for cooling, extra lift/thrust, on the road | go anywhere magic pocker "
3787,"personal chopper, jet pack | teleport"
3788,
3789,
3790,"joystick, seat, 1 wheel, 2 wheel | single person motorised skate scooter with cover | capsule"
3791,"hovercraft, boarding ladder | flying car, attachable train car (on track or on road or as a helicopter), removable rotor blade, electric battery, solar "
3792,wheelchair with cover and propeller | levitating board | teleportation pad 
3793,"grappling umbrella, umbrella that allows you to climb great heights and rappel | retractable gilder | hoverboard"
3794,"shelter to shield from rain & lightning, headlights, solar powered skates | water pipes | ball, windows, sea, propellor"
3795,invisible cloak 
3797,teleport | jetpack | magic broom 
3798,travelling wheel capsule | flying carpet | dragon unit 
3799,"flying umbrella | massage chair, auto moving shoe | cable everywhere, zorb ball "
3800,bicycle 
3801,expressway conveyor belt 
3803,cannon to shoot far away distances 
3804,conveyor belt | gun 
